theta_rad,i_A
2.93215314,8.50000000
2.93215314,9.00000000
2.93215314,9.50000000
2.93215314,10.00000000
2.93215314,10.50000000
2.93215314,11.00000000
2.93215314,11.50000000
2.93215314,12.00000000
2.93215314,12.50000000
2.93215314,13.00000000
2.93215314,13.50000000
2.93215314,14.00000000
2.93215314,14.50000000
2.93215314,15.00000000
2.93215314,15.50000000
2.93215314,16.00000000
2.93215314,16.50000000
2.93215314,17.00000000
2.93215314,17.50000000
2.93215314,18.00000000
2.93215314,18.50000000
2.93215314,19.00000000
2.93215314,19.50000000
2.93215314,20.00000000
3.03687290,0.00000000
3.03687290,0.50000000
3.03687290,1.00000000
3.03687290,1.50000000
3.03687290,2.00000000
3.03687290,2.50000000
3.03687290,3.00000000
3.03687290,3.50000000
3.03687290,4.00000000
3.03687290,4.50000000
3.03687290,5.00000000
3.03687290,5.50000000
3.03687290,6.00000000
3.03687290,6.50000000
3.03687290,7.00000000
3.03687290,7.50000000
3.03687290,8.00000000
3.03687290,8.50000000
3.03687290,9.00000000
3.03687290,9.50000000
3.03687290,10.00000000
3.03687290,10.50000000
3.03687290,11.00000000
3.03687290,11.50000000
3.03687290,12.00000000
3.03687290,12.50000000
3.03687290,13.00000000
3.03687290,13.50000000
3.03687290,14.00000000
3.03687290,14.50000000
3.03687290,15.00000000
3.03687290,15.50000000
3.03687290,16.00000000
3.03687290,16.50000000
3.03687290,17.00000000
3.03687290,17.50000000
3.03687290,18.00000000
3.03687290,18.50000000
3.03687290,19.00000000
3.03687290,19.50000000
3.03687290,20.00000000
3.14159265,0.00000000
3.14159265,0.50000000
3.14159265,1.00000000
3.14159265,1.50000000
3.14159265,2.00000000
3.14159265,2.50000000
3.14159265,3.00000000
3.14159265,3.50000000
3.14159265,4.00000000
3.14159265,4.50000000
3.14159265,5.00000000
3.14159265,5.50000000
3.14159265,6.00000000
3.14159265,6.50000000
3.14159265,7.00000000
3.14159265,7.50000000
3.14159265,8.00000000
3.14159265,8.50000000
3.14159265,9.00000000
3.14159265,9.50000000
3.14159265,10.00000000
3.14159265,10.50000000
3.14159265,11.00000000
3.14159265,11.50000000
3.14159265,12.00000000
3.14159265,12.50000000
3.14159265,13.00000000
3.14159265,13.50000000
3.14159265,14.00000000
3.14159265,14.50000000
3.14159265,15.00000000
3.14159265,15.50000000
3.14159265,16.00000000
3.14159265,16.50000000
3.14159265,17.00000000
3.14159265,17.50000000
3.14159265,18.00000000
3.14159265,18.50000000
3.14159265,19.00000000
3.14159265,19.50000000
3.14159265,20.00000000
